ID,TOTAL,TOTAL_DEM,TOTAL_REP,TOTAL_REG,WHITE,WHITE_DEM,WHITE_REP,WHITE_REG,BLACK,BLACK_DEM,BLACK_REP,BLACK_REG,HISPANIC,HISPANIC_DEM,HISPANIC_REP,HISPANIC_REG,ASIAN,ASIAN_DEM,ASIAN_REP,ASIAN_REG,OTHER,OTHER_DEM,OTHER_REP,OTHER_REG,TOTAL_DEM_PER,TOTAL_REP_PER,WHITE_PER,WHITE_DEM_PER,WHITE_REP_PER,BLACK_PER,BLACK_DEM_PER,BLACK_REP_PER,HISPANIC_PER,HISPANIC_DEM_PER,HISPANIC_REP_PER,ASIAN_PER,ASIAN_DEM_PER,ASIAN_REP_PER,OTHER_PER,OTHER_DEM_PER,OTHER_REP_PER,DISTRICT
19045-Liberty Spring Rock Toronto Wheatland,780,161,326,487,618,128,254,382,0,0,0,0,7,2,3,5,5,0,1,1,150,31,68,99,0.206410256410256,0.417948717948718,0.792307692307692,0.207119741100324,0.411003236245955,0,0,0,0.00897435897435897,0.285714285714286,0.428571428571429,0.00641025641025641,0,0.2,0.192307692307692,0.206666666666667,0.453333333333333,1
19045-Olive Grant Calamus,640,110,331,441,543,88,285,373,0,0,0,0,3,0,1,1,2,1,1,2,92,21,44,65,0.171875,0.5171875,0.8484375,0.162062615101289,0.524861878453039,0,0,0,0.0046875,0,0.333333333333333,0.003125,0.5,0.5,0.14375,0.228260869565217,0.478260869565217,1
19045-Welton Washington Welton,540,123,241,364,463,110,203,313,0,0,0,0,3,0,2,2,4,1,2,3,70,12,34,46,0.227777777777778,0.446296296296296,0.857407407407407,0.237580993520518,0.438444924406048,0,0,0,0.00555555555555556,0,0.666666666666667,0.00740740740740741,0.25,0.5,0.12962962962963,0.171428571428571,0.485714285714286,1
19045-Orange Grand Mound,670,145,271,416,549,118,223,341,1,0,0,0,14,4,5,9,3,0,0,0,103,23,43,66,0.216417910447761,0.404477611940299,0.819402985074627,0.214936247723133,0.406193078324226,0.00149253731343284,0,0,0.0208955223880597,0.285714285714286,0.357142857142857,0.00447761194029851,0,0,0.153731343283582,0.223300970873786,0.41747572815534,1
19045-Dewitt Twp,874,156,419,575,768,141,372,513,0,0,0,0,5,2,0,2,2,0,0,0,99,13,47,60,0.178489702517162,0.479405034324943,0.878718535469108,0.18359375,0.484375,0,0,0,0.005720823798627,0.4,0,0.0022883295194508,0,0,0.113272311212815,0.131313131313131,0.474747474747475,1
19045-Eden Twp Low Moor,339,58,163,221,287,51,144,195,0,0,0,0,1,0,0,0,1,0,0,0,50,7,19,26,0.171091445427729,0.480825958702065,0.846607669616519,0.177700348432056,0.501742160278746,0,0,0,0.00294985250737463,0,0,0.00294985250737463,0,0,0.147492625368732,0.14,0.38,1
19045-Clinton W1p1,1031,357,287,644,830,288,234,522,14,12,0,12,53,17,14,31,5,2,1,3,129,38,38,76,0.346265761396702,0.278370514064016,0.805043646944714,0.346987951807229,0.281927710843374,0.0135790494665373,0.857142857142857,0,0.0514064015518914,0.320754716981132,0.264150943396226,0.00484966052376334,0.4,0.2,0.125121241513094,0.294573643410853,0.294573643410853,1
19045-Clinton W2p1,958,362,232,594,790,304,186,490,12,7,0,7,32,9,7,16,7,5,0,5,117,37,39,76,0.377870563674322,0.242171189979123,0.824634655532359,0.384810126582279,0.235443037974684,0.0125260960334029,0.583333333333333,0,0.0334029227557411,0.28125,0.21875,0.00730688935281837,0.714285714285714,0,0.122129436325678,0.316239316239316,0.333333333333333,1
19045-Clinton W3p1,1311,470,379,849,1065,380,319,699,10,3,0,3,47,15,9,24,7,2,1,3,182,70,50,120,0.358504958047292,0.289092295957285,0.812356979405034,0.356807511737089,0.299530516431925,0.007627765064836,0.3,0,0.0358504958047292,0.319148936170213,0.191489361702128,0.0053394355453852,0.285714285714286,0.142857142857143,0.138825324180015,0.384615384615385,0.274725274725275,1
19045-Clinton W4p1,1610,474,586,1060,1353,392,492,884,3,1,1,2,35,12,11,23,14,6,5,11,205,63,77,140,0.294409937888199,0.363975155279503,0.840372670807453,0.289726533628973,0.363636363636364,0.00186335403726708,0.333333333333333,0.333333333333333,0.0217391304347826,0.342857142857143,0.314285714285714,0.00869565217391304,0.428571428571429,0.357142857142857,0.127329192546584,0.307317073170732,0.375609756097561,1
