ID,TOTAL,TOTAL_DEM,TOTAL_REP,TOTAL_REG,WHITE,WHITE_DEM,WHITE_REP,WHITE_REG,BLACK,BLACK_DEM,BLACK_REP,BLACK_REG,HISPANIC,HISPANIC_DEM,HISPANIC_REP,HISPANIC_REG,ASIAN,ASIAN_DEM,ASIAN_REP,ASIAN_REG,OTHER,OTHER_DEM,OTHER_REP,OTHER_REG,TOTAL_DEM_PER,TOTAL_REP_PER,WHITE_PER,WHITE_DEM_PER,WHITE_REP_PER,BLACK_PER,BLACK_DEM_PER,BLACK_REP_PER,HISPANIC_PER,HISPANIC_DEM_PER,HISPANIC_REP_PER,ASIAN_PER,ASIAN_DEM_PER,ASIAN_REP_PER,OTHER_PER,OTHER_DEM_PER,OTHER_REP_PER,DISTRICT
THOMAS-:-BOSTON,1107,478,462,940,600,54,400,454,432,414,18,432,17,2,6,8,3,0,3,3,55,8,35,43,0.508510638297872,0.491489361702128,0.482978723404255,0.118942731277533,0.881057268722467,0.459574468085106,0.958333333333333,0.0416666666666667,0.00851063829787234,0.25,0.75,0.00319148936170213,0,1,0.0457446808510638,0.186046511627907,0.813953488372093,2
THOMAS-:-CENTRAL,2876,787,1393,2180,1934,154,1209,1363,646,605,41,646,62,7,20,27,33,1,5,6,201,20,118,138,0.361009174311927,0.638990825688073,0.625229357798165,0.112986060161409,0.887013939838591,0.296330275229358,0.936532507739938,0.0634674922600619,0.0123853211009174,0.259259259259259,0.740740740740741,0.00275229357798165,0.166666666666667,0.833333333333333,0.063302752293578,0.144927536231884,0.855072463768116,2
THOMAS-:-COOLIDGE,736,136,413,549,560,39,355,394,100,92,8,100,16,1,4,5,3,0,2,2,57,4,44,48,0.247723132969035,0.752276867030965,0.717668488160291,0.0989847715736041,0.901015228426396,0.182149362477231,0.92,0.08,0.00910746812386157,0.2,0.8,0.00364298724954463,0,1,0.087431693989071,0.0833333333333333,0.916666666666667,2
THOMAS-:-DOUGLASS,1322,1027,197,1224,267,48,143,191,1001,969,32,1001,16,6,4,10,6,0,2,2,32,4,16,20,0.839052287581699,0.160947712418301,0.156045751633987,0.25130890052356,0.74869109947644,0.81781045751634,0.968031968031968,0.031968031968032,0.00816993464052288,0.6,0.4,0.00163398692810458,0,1,0.0163398692810458,0.2,0.8,2
THOMAS-:-FIRE STATION #2,1130,200,692,892,849,69,585,654,138,113,25,138,43,8,14,22,11,1,9,10,89,9,59,68,0.224215246636771,0.775784753363229,0.733183856502242,0.105504587155963,0.894495412844037,0.154708520179372,0.818840579710145,0.181159420289855,0.0246636771300448,0.363636363636364,0.636363636363636,0.0112107623318386,0.1,0.9,0.0762331838565022,0.132352941176471,0.867647058823529,2
THOMAS-:-GATLIN CREEK,1567,274,920,1194,1248,90,833,923,184,171,13,184,29,2,13,15,7,0,3,3,99,11,58,69,0.229480737018425,0.770519262981575,0.773031825795645,0.0975081256771398,0.90249187432286,0.154103852596315,0.929347826086957,0.0706521739130435,0.0125628140703518,0.133333333333333,0.866666666666667,0.00251256281407035,0,1,0.0577889447236181,0.159420289855072,0.840579710144928,2
THOMAS-:-HARPER,1376,924,308,1232,380,54,219,273,902,861,41,902,25,1,9,10,6,0,2,2,63,8,37,45,0.75,0.25,0.221590909090909,0.197802197802198,0.802197802197802,0.732142857142857,0.954545454545455,0.0454545454545455,0.00811688311688312,0.1,0.9,0.00162337662337662,0,1,0.036525974025974,0.177777777777778,0.822222222222222,2
THOMAS-:-JERGER,1420,412,775,1187,950,85,671,756,344,313,31,344,28,5,12,17,11,1,6,7,87,8,55,63,0.34709351305813,0.65290648694187,0.636899747262005,0.112433862433862,0.887566137566138,0.289806234203875,0.909883720930233,0.0901162790697674,0.0143218197135636,0.294117647058824,0.705882352941177,0.0058972198820556,0.142857142857143,0.857142857142857,0.0530749789385004,0.126984126984127,0.873015873015873,2
THOMAS-:-LITTLE OCHLOCKNEE BAPTIST,935,132,545,677,766,51,480,531,79,73,6,79,10,0,4,4,0,0,0,0,80,8,55,63,0.194977843426883,0.805022156573117,0.784342688330872,0.096045197740113,0.903954802259887,0.116691285081241,0.924050632911392,0.0759493670886076,0.00590841949778434,0,1,0,0,0,0.0930576070901034,0.126984126984127,0.873015873015873,2
THOMAS-:-MEIGS,537,212,228,440,304,21,198,219,198,188,10,198,8,1,5,6,2,1,1,2,25,1,14,15,0.481818181818182,0.518181818181818,0.497727272727273,0.0958904109589041,0.904109589041096,0.45,0.94949494949495,0.0505050505050505,0.0136363636363636,0.166666666666667,0.833333333333333,0.00454545454545455,0.5,0.5,0.0340909090909091,0.0666666666666667,0.933333333333333,2
THOMAS-:-MERRILLVILLE,512,128,264,392,359,21,238,259,111,104,7,111,3,0,1,1,2,0,0,0,37,3,18,21,0.326530612244898,0.673469387755102,0.660714285714286,0.0810810810810811,0.918918918918919,0.283163265306122,0.936936936936937,0.0630630630630631,0.00255102040816327,0,1,0,0,0,0.0535714285714286,0.142857142857143,0.857142857142857,2
THOMAS-:-METCALFE,206,39,117,156,158,11,102,113,32,27,5,32,1,0,0,0,0,0,0,0,15,1,10,11,0.25,0.75,0.724358974358974,0.0973451327433628,0.902654867256637,0.205128205128205,0.84375,0.15625,0,0,0,0,0,0,0.0705128205128205,0.0909090909090909,0.909090909090909,2
THOMAS-:-NEW COVENANT,1652,331,868,1199,1193,77,737,814,256,234,22,256,35,5,12,17,23,1,9,10,145,14,88,102,0.276063386155129,0.723936613844871,0.678899082568807,0.0945945945945946,0.905405405405405,0.213511259382819,0.9140625,0.0859375,0.0141784820683903,0.294117647058824,0.705882352941177,0.00834028356964137,0.1,0.9,0.085070892410342,0.137254901960784,0.862745098039216,2
THOMAS-:-OCHLOCKNEE,902,142,512,654,735,42,468,510,99,94,5,99,17,2,5,7,5,0,4,4,46,4,30,34,0.217125382262997,0.782874617737003,0.779816513761468,0.0823529411764706,0.917647058823529,0.151376146788991,0.94949494949495,0.0505050505050505,0.0107033639143731,0.285714285714286,0.714285714285714,0.00611620795107034,0,1,0.0519877675840979,0.117647058823529,0.882352941176471,2
THOMAS-:-PATTEN,322,49,184,233,264,15,170,185,33,32,1,33,4,1,1,2,3,1,1,2,18,0,11,11,0.210300429184549,0.789699570815451,0.793991416309013,0.0810810810810811,0.918918918918919,0.141630901287554,0.96969696969697,0.0303030303030303,0.00858369098712446,0.5,0.5,0.00858369098712446,0.5,0.5,0.0472103004291846,0,1,2
THOMAS-:-PAVO,504,93,272,365,395,25,251,276,66,65,1,66,9,1,2,3,1,0,1,1,33,2,17,19,0.254794520547945,0.745205479452055,0.756164383561644,0.0905797101449275,0.909420289855073,0.180821917808219,0.984848484848485,0.0151515151515152,0.00821917808219178,0.333333333333333,0.666666666666667,0.00273972602739726,0,1,0.0520547945205479,0.105263157894737,0.894736842105263,2
THOMAS-:-REMINGTON ESC,1508,443,714,1157,1022,120,607,727,312,290,22,312,29,7,8,15,27,4,7,11,118,22,70,92,0.382886776145203,0.617113223854797,0.628349178910977,0.165061898211829,0.834938101788171,0.269662921348315,0.92948717948718,0.0705128205128205,0.0129645635263613,0.466666666666667,0.533333333333333,0.00950734658599827,0.363636363636364,0.636363636363636,0.0795159896283492,0.239130434782609,0.760869565217391,2
THOMAS-:-RESOURCE CENTER,829,744,53,797,80,19,35,54,733,720,13,733,6,3,1,4,0,0,0,0,10,2,4,6,0.933500627352572,0.0664993726474279,0.067754077791719,0.351851851851852,0.648148148148148,0.91969887076537,0.982264665757162,0.0177353342428377,0.00501882057716437,0.75,0.25,0,0,0,0.00752823086574655,0.333333333333333,0.666666666666667,2
THOMAS-:-SCOTT,1994,584,971,1555,1422,194,858,1052,373,350,23,373,52,13,12,25,16,3,6,9,131,24,72,96,0.37556270096463,0.62443729903537,0.676527331189711,0.184410646387833,0.815589353612167,0.239871382636656,0.938337801608579,0.0616621983914209,0.0160771704180064,0.52,0.48,0.00578778135048232,0.333333333333333,0.666666666666667,0.0617363344051447,0.25,0.75,2
TIFT-:-BRIGHTON,1820,220,1190,1410,1520,90,1083,1173,124,113,11,124,41,7,13,20,23,2,9,11,112,8,74,82,0.156028368794326,0.843971631205674,0.831914893617021,0.0767263427109974,0.923273657289003,0.0879432624113475,0.911290322580645,0.0887096774193548,0.0141843971631206,0.35,0.65,0.00780141843971631,0.181818181818182,0.818181818181818,0.0581560283687943,0.0975609756097561,0.902439024390244,8
TIFT-:-BROOKFIELD,1094,119,680,799,886,41,612,653,71,65,6,71,52,6,16,22,7,0,3,3,78,7,43,50,0.148936170212766,0.851063829787234,0.817271589486859,0.0627871362940276,0.937212863705973,0.0888610763454318,0.915492957746479,0.0845070422535211,0.0275344180225282,0.272727272727273,0.727272727272727,0.00375469336670839,0,1,0.0625782227784731,0.14,0.86,8
TIFT-:-CHULA,1064,121,719,840,878,43,655,698,70,67,3,70,35,8,9,17,4,3,0,3,77,0,52,52,0.144047619047619,0.855952380952381,0.830952380952381,0.0616045845272206,0.938395415472779,0.0833333333333333,0.957142857142857,0.0428571428571429,0.0202380952380952,0.470588235294118,0.529411764705882,0.00357142857142857,1,0,0.0619047619047619,0,1,8
TIFT-:-DOCIA,852,56,635,691,739,33,572,605,16,15,1,16,24,2,10,12,3,1,1,2,70,5,51,56,0.0810419681620839,0.918958031837916,0.875542691751085,0.0545454545454545,0.945454545454545,0.0231548480463097,0.9375,0.0625,0.0173661360347323,0.166666666666667,0.833333333333333,0.00289435600578871,0.5,0.5,0.0810419681620839,0.0892857142857143,0.910714285714286,8
TIFT-:-ELDORADO,874,111,547,658,685,32,477,509,78,71,7,78,42,4,15,19,4,0,2,2,65,4,46,50,0.168693009118541,0.831306990881459,0.77355623100304,0.0628683693516699,0.93713163064833,0.11854103343465,0.91025641025641,0.0897435897435897,0.0288753799392097,0.210526315789474,0.789473684210526,0.00303951367781155,0,1,0.0759878419452888,0.08,0.92,8
TIFT-:-MOTT-LITMAN GYM,1458,1051,237,1288,291,18,153,171,1092,1026,66,1092,40,4,2,6,2,0,1,1,33,3,15,18,0.815993788819876,0.184006211180124,0.13276397515528,0.105263157894737,0.894736842105263,0.847826086956522,0.93956043956044,0.0604395604395604,0.0046583850931677,0.666666666666667,0.333333333333333,0.00077639751552795,0,1,0.0139751552795031,0.166666666666667,0.833333333333333,8
TIFT-:-OMEGA,581,91,317,408,397,17,283,300,59,53,6,59,92,18,11,29,2,1,0,1,31,2,17,19,0.223039215686275,0.776960784313726,0.735294117647059,0.0566666666666667,0.943333333333333,0.144607843137255,0.898305084745763,0.101694915254237,0.071078431372549,0.620689655172414,0.379310344827586,0.00245098039215686,1,0,0.0465686274509804,0.105263157894737,0.894736842105263,8
TIFT-:-TIFTON LODGE,2376,638,1154,1792,1573,152,979,1131,487,445,42,487,132,22,30,52,25,2,7,9,159,17,96,113,0.356026785714286,0.643973214285714,0.631138392857143,0.134394341290893,0.865605658709107,0.271763392857143,0.913757700205339,0.0862422997946612,0.0290178571428571,0.423076923076923,0.576923076923077,0.00502232142857143,0.222222222222222,0.777777777777778,0.0630580357142857,0.150442477876106,0.849557522123894,8
TIFT-:-TIFTON NE,1973,528,975,1503,1317,164,823,987,347,322,25,347,135,21,17,38,47,4,25,29,127,17,85,102,0.351297405189621,0.648702594810379,0.656686626746507,0.166160081053698,0.833839918946302,0.230871590153027,0.927953890489914,0.0720461095100865,0.0252827677977379,0.552631578947369,0.447368421052632,0.0192947438456421,0.137931034482759,0.862068965517241,0.0678642714570858,0.166666666666667,0.833333333333333,8
TIFT-:-TIFTON NW,2603,626,1288,1914,1814,158,1134,1292,447,418,29,447,123,31,17,48,51,3,5,8,168,16,103,119,0.327063740856844,0.672936259143156,0.675026123301985,0.122291021671827,0.877708978328173,0.233542319749216,0.935123042505593,0.0648769574944072,0.0250783699059561,0.645833333333333,0.354166666666667,0.00417972831765935,0.375,0.625,0.0621734587251829,0.134453781512605,0.865546218487395,8
