ID,TOTAL,TOTAL_DEM,TOTAL_REP,TOTAL_REG,WHITE,WHITE_DEM,WHITE_REP,WHITE_REG,BLACK,BLACK_DEM,BLACK_REP,BLACK_REG,HISPANIC,HISPANIC_DEM,HISPANIC_REP,HISPANIC_REG,ASIAN,ASIAN_DEM,ASIAN_REP,ASIAN_REG,OTHER,OTHER_DEM,OTHER_REP,OTHER_REG,TOTAL_DEM_PER,TOTAL_REP_PER,WHITE_PER,WHITE_DEM_PER,WHITE_REP_PER,BLACK_PER,BLACK_DEM_PER,BLACK_REP_PER,HISPANIC_PER,HISPANIC_DEM_PER,HISPANIC_REP_PER,ASIAN_PER,ASIAN_DEM_PER,ASIAN_REP_PER,OTHER_PER,OTHER_DEM_PER,OTHER_REP_PER,DISTRICT
MORGAN-:-CENTENNIAL,2580,369,1702,2071,2052,109,1512,1621,252,230,22,252,45,3,26,29,20,5,8,13,211,22,134,156,0.143023255813953,0.65968992248062,0.795348837209302,0.0531189083820663,0.736842105263158,0.0976744186046512,0.912698412698413,0.0873015873015873,0.0174418604651163,0.0666666666666667,0.577777777777778,0.00775193798449612,0.25,0.4,0.0817829457364341,0.104265402843602,0.635071090047393,10
MORGAN-:-DFACS,2762,440,1792,2232,2226,194,1590,1784,226,210,16,226,63,10,22,32,28,4,10,14,219,22,154,176,0.159304851556843,0.648805213613324,0.805937726285301,0.087151841868823,0.714285714285714,0.0818247646632875,0.929203539823009,0.0707964601769912,0.0228095582910934,0.158730158730159,0.349206349206349,0.0101375814627082,0.142857142857143,0.357142857142857,0.0792903692976104,0.100456621004566,0.703196347031963,10
MORGAN-:-GIBBS,2570,410,1657,2067,2036,146,1449,1595,258,235,23,258,46,8,22,30,11,1,7,8,219,20,156,176,0.159533073929961,0.644747081712062,0.792217898832685,0.0717092337917485,0.711689587426326,0.100389105058366,0.910852713178295,0.0891472868217054,0.0178988326848249,0.173913043478261,0.478260869565217,0.00428015564202335,0.0909090909090909,0.636363636363636,0.0852140077821012,0.091324200913242,0.712328767123288,10
MORGAN-:-REC DEPT,2308,1140,877,2017,1157,175,745,920,987,934,53,987,25,3,8,11,25,4,8,12,114,24,63,87,0.493934142114385,0.37998266897747,0.501299826689775,0.151253241140882,0.64390665514261,0.427642980935875,0.946301925025329,0.0536980749746707,0.0108318890814558,0.12,0.32,0.0108318890814558,0.16,0.32,0.0493934142114385,0.210526315789474,0.552631578947369,10
MURRAY-:-CARTERS-DOOLITTLE,1578,97,1005,1102,1405,81,910,991,5,4,1,5,37,7,11,18,3,0,1,1,128,5,82,87,0.0614702154626109,0.636882129277567,0.890367553865653,0.0576512455516014,0.647686832740214,0.00316856780735108,0.8,0.2,0.023447401774398,0.189189189189189,0.297297297297297,0.00190114068441065,0,0.333333333333333,0.0811153358681876,0.0390625,0.640625,14
MURRAY-:-MCDONALD,1903,145,1153,1298,1601,95,1055,1150,16,15,1,16,144,25,11,36,11,0,6,6,131,10,80,90,0.0761954808197583,0.605885444035733,0.841303205465055,0.0593379138038726,0.65896314803248,0.00840777719390436,0.9375,0.0625,0.0756699947451393,0.173611111111111,0.0763888888888889,0.00578034682080925,0,0.545454545454545,0.068838675775092,0.0763358778625954,0.610687022900763,14
MURRAY-:-NORTH,1729,108,1093,1201,1542,93,984,1077,3,0,3,3,40,6,11,17,8,0,4,4,136,9,91,100,0.0624638519375362,0.632157316367843,0.891844997108155,0.0603112840466926,0.638132295719844,0.00173510699826489,0,1,0.0231347599768652,0.15,0.275,0.00462695199537305,0,0.5,0.0786581839213418,0.0661764705882353,0.669117647058824,14
MURRAY-:-SHUCK PEN,2308,141,1360,1501,1885,88,1223,1311,11,11,0,11,253,38,36,74,6,0,6,6,153,4,95,99,0.0610918544194107,0.589254766031196,0.816724436741768,0.046684350132626,0.648806366047745,0.00476603119584055,1,0,0.109618717504333,0.150197628458498,0.142292490118577,0.00259965337954939,0,1,0.0662911611785095,0.0261437908496732,0.620915032679739,14
MURRAY-:-SOUTHWEST,2242,143,1285,1428,1950,113,1159,1272,2,1,1,2,105,19,16,35,12,0,2,2,173,10,107,117,0.0637823371989295,0.573148974130241,0.869759143621766,0.057948717948718,0.594358974358974,0.000892060660124889,0.5,0.5,0.0468331846565567,0.180952380952381,0.152380952380952,0.00535236396074933,0,0.166666666666667,0.0771632471008029,0.0578034682080925,0.61849710982659,14
MURRAY-:-SPRING PLACE,2672,237,1551,1788,2184,152,1409,1561,14,13,1,14,306,61,43,104,10,0,4,4,158,11,94,105,0.0886976047904192,0.580464071856288,0.817365269461078,0.0695970695970696,0.64514652014652,0.00523952095808383,0.928571428571429,0.0714285714285714,0.114520958083832,0.199346405228758,0.140522875816993,0.00374251497005988,0,0.4,0.0591317365269461,0.069620253164557,0.594936708860759,14
MURRAY-:-TOWN,4877,368,3111,3479,4103,251,2793,3044,39,37,2,39,326,41,59,100,27,2,12,14,382,37,245,282,0.0754562230879639,0.637892146811565,0.841295878613902,0.0611747501827931,0.680721423348769,0.00799671929464835,0.948717948717949,0.0512820512820513,0.0668443715398811,0.125766871165644,0.180981595092025,0.0055361902809104,0.0740740740740741,0.444444444444444,0.0783268402706582,0.0968586387434555,0.641361256544503,14
